,survived,pclass,sex,age,sibsp,parch,fare,embarked,alive,class,deck,alone,who,wc
835,1,1,female,39.0,1,1,83.1583,C,True,first,,False,female,w/c
836,0,3,male,21.0,0,0,8.6625,S,False,third,,True,male,m
837,0,3,male,,0,0,8.05,S,False,third,,True,male,m
838,1,3,male,32.0,0,0,56.4958,S,True,third,,True,male,m
839,1,1,male,,0,0,29.7,C,True,first,,True,male,m
840,0,3,male,20.0,0,0,7.925,S,False,third,,True,male,m
841,0,2,male,16.0,0,0,10.5,S,False,second,,True,male,m
842,1,1,female,30.0,0,0,31.0,C,True,first,,True,female,w/c
843,0,3,male,34.5,0,0,6.4375,C,False,third,,True,male,m
844,0,3,male,17.0,0,0,8.6625,S,False,third,,True,male,m
845,0,3,male,42.0,0,0,7.55,S,False,third,,True,male,m
846,0,3,male,,8,2,69.55,S,False,third,,False,male,m
847,0,3,male,35.0,0,0,7.8958,C,False,third,,True,male,m
848,0,2,male,28.0,0,1,33.0,S,False,second,,False,male,m
849,1,1,female,,1,0,89.1042,C,True,first,,False,female,w/c
850,0,3,male,4.0,4,2,31.275,S,False,third,,False,child,
851,0,3,male,74.0,0,0,7.775,S,False,third,,True,male,m
852,0,3,female,9.0,1,1,15.2458,C,False,third,,False,child,
853,1,1,female,16.0,0,1,39.4,S,True,first,,False,female,w/c
854,0,2,female,44.0,1,0,26.0,S,False,second,,False,female,w/c
855,1,3,female,18.0,0,1,9.35,S,True,third,,False,female,w/c
856,1,1,female,45.0,1,1,164.8667,S,True,first,,False,female,w/c
857,1,1,male,51.0,0,0,26.55,S,True,first,,True,male,m
858,1,3,female,24.0,0,3,19.2583,C,True,third,,False,female,w/c
859,0,3,male,,0,0,7.2292,C,False,third,,True,male,m
860,0,3,male,41.0,2,0,14.1083,S,False,third,,False,male,m
861,0,2,male,21.0,1,0,11.5,S,False,second,,False,male,m
862,1,1,female,48.0,0,0,25.9292,S,True,first,,True,female,w/c
863,0,3,female,,8,2,69.55,S,False,third,,False,female,w/c
864,0,2,male,24.0,0,0,13.0,S,False,second,,True,male,m
865,1,2,female,42.0,0,0,13.0,S,True,second,,True,female,w/c
866,1,2,female,27.0,1,0,13.8583,C,True,second,,False,female,w/c
867,0,1,male,31.0,0,0,50.4958,S,False,first,,True,male,m
868,0,3,male,,0,0,9.5,S,False,third,,True,male,m
869,1,3,male,4.0,1,1,11.1333,S,True,third,,False,child,
870,0,3,male,26.0,0,0,7.8958,S,False,third,,True,male,m
871,1,1,female,47.0,1,1,52.5542,S,True,first,,False,female,w/c
872,0,1,male,33.0,0,0,5.0,S,False,first,,True,male,m
873,0,3,male,47.0,0,0,9.0,S,False,third,,True,male,m
874,1,2,female,28.0,1,0,24.0,C,True,second,,False,female,w/c
875,1,3,female,15.0,0,0,7.225,C,True,third,,True,child,
876,0,3,male,20.0,0,0,9.8458,S,False,third,,True,male,m
877,0,3,male,19.0,0,0,7.8958,S,False,third,,True,male,m
878,0,3,male,,0,0,7.8958,S,False,third,,True,male,m
879,1,1,female,56.0,0,1,83.1583,C,True,first,,False,female,w/c
880,1,2,female,25.0,0,1,26.0,S,True,second,,False,female,w/c
881,0,3,male,33.0,0,0,7.8958,S,False,third,,True,male,m
882,0,3,female,22.0,0,0,10.5167,S,False,third,,True,female,w/c
883,0,2,male,28.0,0,0,10.5,S,False,second,,True,male,m
884,0,3,male,25.0,0,0,7.05,S,False,third,,True,male,m
885,0,3,female,39.0,0,5,29.125,Q,False,third,,False,female,w/c
886,0,2,male,27.0,0,0,13.0,S,False,second,,True,male,m
887,1,1,female,19.0,0,0,30.0,S,True,first,,True,female,w/c
888,0,3,female,,1,2,23.45,S,False,third,,False,female,w/c
889,1,1,male,26.0,0,0,30.0,C,True,first,,True,male,m
890,0,3,male,32.0,0,0,7.75,Q,False,third,,True,male,m
